day,site_id,minigrid_name,undervoltage_duration
2023-02-17,hopital provincial,snel,0.0
2023-02-17,ngangi 3,virunga,0.5833
2023-02-18,cclk,nuru,0.3333
2023-02-18,ch cbca bethesda ndosho,virunga,5.5833
2023-02-18,ch matanda,enk,0.0
2023-02-18,cs murara,snel,0.0
2023-02-18,csr bakhita,nuru,0.0
2023-02-18,csr kiziba,nuru,0.0
2023-02-18,heal africa,snel,0.0
2023-02-18,hgr beni,enk,0.0
2023-02-18,hgr katwa,enk,0.0833
2023-02-18,hgr kitatumba,enk,12.75
2023-02-18,hgr lubero,virunga,0.0
2023-02-18,hgr panzi,snel,0.0
2023-02-18,hopital provincial,snel,0.0
2023-02-18,ngangi 3,virunga,0.3333
2023-02-19,cclk,nuru,0.0
2023-02-19,ch cbca bethesda ndosho,virunga,7.75
2023-02-19,ch matanda,enk,0.0
2023-02-19,cs murara,snel,0.0
2023-02-19,csr bakhita,nuru,0.0
2023-02-19,csr kiziba,nuru,0.0
2023-02-19,heal africa,snel,0.0
2023-02-19,hgr beni,enk,0.0
2023-02-19,hgr katwa,enk,0.0
2023-02-19,hgr kitatumba,enk,6.5
2023-02-19,hgr lubero,virunga,0.0
2023-02-19,hgr panzi,snel,0.0
2023-02-19,hopital provincial,snel,0.0
2023-02-19,ngangi 3,virunga,0.0
2023-02-20,cclk,nuru,0.75
2023-02-20,ch cbca bethesda ndosho,virunga,9.8333
2023-02-20,ch matanda,enk,0.0
2023-02-20,cs murara,snel,0.4167
2023-02-20,csr bakhita,nuru,0.0
2023-02-20,csr kiziba,nuru,0.0
2023-02-20,heal africa,snel,0.0
2023-02-20,hgr beni,enk,0.0
2023-02-20,hgr katwa,enk,0.0833
2023-02-20,hgr kitatumba,enk,7.5
2023-02-20,hgr lubero,virunga,0.0
2023-02-20,hgr panzi,snel,0.0
2023-02-20,hopital provincial,snel,0.0
2023-02-20,ngangi 3,virunga,0.5
2023-02-21,cclk,nuru,0.3333
2023-02-21,ch cbca bethesda ndosho,virunga,13.9167
2023-02-21,ch matanda,enk,0.0
2023-02-21,cs murara,snel,0.8333
2023-02-21,csr bakhita,nuru,0.0
2023-02-21,csr kiziba,nuru,0.0
2023-02-21,heal africa,snel,0.0833
2023-02-21,hgr beni,enk,0.0
2023-02-21,hgr katwa,enk,0.0
2023-02-21,hgr kitatumba,enk,12.8333
2023-02-21,hgr lubero,virunga,0.0
2023-02-21,hgr panzi,snel,0.0
2023-02-21,hopital provincial,snel,0.0
2023-02-21,ngangi 3,virunga,0.1667
2023-02-22,cclk,nuru,0.4167
2023-02-22,ch cbca bethesda ndosho,virunga,13.3333
2023-02-22,ch matanda,enk,0.0
2023-02-22,cs murara,snel,0.0833
2023-02-22,csr bakhita,nuru,0.0
2023-02-22,csr kiziba,nuru,0.0
2023-02-22,heal africa,snel,0.5
2023-02-22,hgr beni,enk,0.0
2023-02-22,hgr katwa,enk,1.6667
2023-02-22,hgr kitatumba,enk,8.0833
2023-02-22,hgr lubero,virunga,0.0
2023-02-22,hgr panzi,snel,0.0
2023-02-22,hopital provincial,snel,0.0
2023-02-22,ngangi 3,virunga,0.0
2023-02-23,cclk,nuru,0.0
2023-02-23,ch cbca bethesda ndosho,virunga,5.1667
2023-02-23,ch matanda,enk,0.0833
2023-02-23,cs murara,snel,0.75
2023-02-23,csr bakhita,nuru,0.0
2023-02-23,csr kiziba,nuru,0.0
2023-02-23,heal africa,snel,0.0833
2023-02-23,hgr beni,enk,0.0
2023-02-23,hgr katwa,enk,2.6667
2023-02-23,hgr kitatumba,enk,11.5833
2023-02-23,hgr lubero,virunga,0.0
2023-02-23,hgr panzi,snel,0.0
2023-02-23,hopital provincial,snel,0.0
2023-02-24,cclk,nuru,0.0
2023-02-24,ch cbca bethesda ndosho,virunga,7.3333
2023-02-24,ch matanda,enk,0.0
2023-02-24,cs murara,snel,3.0833
2023-02-24,csr bakhita,nuru,0.0
2023-02-24,csr kiziba,nuru,0.0
2023-02-24,heal africa,snel,0.0833
2023-02-24,hgr beni,enk,0.0
2023-02-24,hgr katwa,enk,0.6667
2023-02-24,hgr kitatumba,enk,8.1667
2023-02-24,hgr lubero,virunga,0.0
2023-02-24,hgr panzi,snel,0.0
2023-02-24,hopital provincial,snel,0.0
2023-02-24,ngangi 3,virunga,0.5
2023-02-25,cclk,nuru,0.0833
2023-02-25,ch cbca bethesda ndosho,virunga,11.9167
2023-02-25,ch matanda,enk,0.0
2023-02-25,cs murara,snel,0.0
2023-02-25,csr bakhita,nuru,0.0
2023-02-25,csr kiziba,nuru,0.25
2023-02-25,heal africa,snel,0.0
2023-02-25,hgr beni,enk,0.0
2023-02-25,hgr katwa,enk,0.4167
2023-02-25,hgr kitatumba,enk,9.9167
2023-02-25,hgr lubero,virunga,0.0
2023-02-25,hgr panzi,snel,0.0
2023-02-25,hopital provincial,snel,0.0
2023-02-25,ngangi 3,virunga,0.0
2023-02-26,cclk,nuru,0.25
2023-02-26,ch cbca bethesda ndosho,virunga,8.5833
2023-02-26,ch matanda,enk,0.0
2023-02-26,cs murara,snel,0.0
2023-02-26,csr bakhita,nuru,0.0
2023-02-26,csr kiziba,nuru,0.0
2023-02-26,heal africa,snel,0.0
2023-02-26,hgr beni,enk,0.0
2023-02-26,hgr katwa,enk,0.0
2023-02-26,hgr kitatumba,enk,5.0
2023-02-26,hgr lubero,virunga,0.0
2023-02-26,hgr panzi,snel,0.0
2023-02-26,hopital provincial,snel,0.0
2023-02-26,ngangi 3,virunga,0.0
2023-02-27,cclk,nuru,0.1667
2023-02-27,ch cbca bethesda ndosho,virunga,5.5833
2023-02-27,ch matanda,enk,0.0833
2023-02-27,cs murara,snel,0.1667
2023-02-27,csr bakhita,nuru,0.0
2023-02-27,csr kiziba,nuru,0.0
2023-02-27,heal africa,snel,0.0
2023-02-27,hgr beni,enk,0.0
2023-02-27,hgr katwa,enk,0.3333
2023-02-27,hgr kitatumba,enk,10.0833
2023-02-27,hgr lubero,virunga,0.0
2023-02-27,hgr panzi,snel,0.0
2023-02-27,hopital provincial,snel,0.0
2023-02-27,ngangi 3,virunga,0.1667
2023-02-28,cclk,nuru,1.1667
2023-02-28,ch cbca bethesda ndosho,virunga,5.8333
2023-02-28,ch matanda,enk,0.0
2023-02-28,cs murara,snel,2.9167
2023-02-28,csr bakhita,nuru,0.0
2023-02-28,csr kiziba,nuru,0.0
2023-02-28,heal africa,snel,0.0
2023-02-28,hgr beni,enk,0.0
2023-02-28,hgr katwa,enk,0.3333
2023-02-28,hgr kitatumba,enk,8.6667
2023-02-28,hgr lubero,virunga,0.0
2023-02-28,hgr panzi,snel,0.0
2023-02-28,hopital provincial,snel,0.0
2023-02-28,ngangi 3,virunga,0.0
2023-03-01,cclk,nuru,0.0
2023-03-01,ch cbca bethesda ndosho,virunga,11.25
2023-03-01,ch matanda,enk,0.0
2023-03-01,cs murara,snel,4.0833
2023-03-01,csr bakhita,nuru,0.0
2023-03-01,csr kiziba,nuru,0.0
2023-03-01,heal africa,snel,0.0
2023-03-01,hgr beni,enk,0.0
2023-03-01,hgr katwa,enk,0.25
2023-03-01,hgr kitatumba,enk,6.0833
2023-03-01,hgr lubero,virunga,0.0
2023-03-01,hgr panzi,snel,0.0
2023-03-01,hopital provincial,snel,0.0
2023-03-01,ngangi 3,virunga,0.0
2023-03-02,ch cbca bethesda ndosho,virunga,12.0
2023-03-02,ch matanda,enk,0.0
2023-03-02,cs murara,snel,3.1667
2023-03-02,csr bakhita,nuru,0.0
2023-03-02,csr kiziba,nuru,0.0
2023-03-02,heal africa,snel,0.0
2023-03-02,hgr beni,enk,0.0
2023-03-02,hgr katwa,enk,0.25
2023-03-02,hgr kitatumba,enk,12.1667
2023-03-02,hgr lubero,virunga,0.0
2023-03-02,hgr panzi,snel,0.0
2023-03-02,hopital provincial,snel,0.0
2023-03-02,ngangi 3,virunga,0.0833
2023-03-03,ch cbca bethesda ndosho,virunga,14.8333
2023-03-03,ch matanda,enk,0.0
2023-03-03,cs murara,snel,3.6667
2023-03-03,csr bakhita,nuru,0.0
2023-03-03,csr kiziba,nuru,0.0
2023-03-03,heal africa,snel,0.0
2023-03-03,hgr beni,enk,0.0
2023-03-03,hgr katwa,enk,0.6667
2023-03-03,hgr kitatumba,enk,13.0833
2023-03-03,hgr lubero,virunga,0.0
2023-03-03,hgr panzi,snel,0.0
2023-03-03,hopital provincial,snel,0.0
2023-03-03,ngangi 3,virunga,0.25
2023-03-04,cclk,nuru,0.0
2023-03-04,ch cbca bethesda ndosho,virunga,13.4167
2023-03-04,ch matanda,enk,0.1667
2023-03-04,cs murara,snel,0.0
2023-03-04,csr bakhita,nuru,0.0
2023-03-04,csr kiziba,nuru,0.0
2023-03-04,heal africa,snel,0.0
2023-03-04,hgr beni,enk,0.0
2023-03-04,hgr katwa,enk,0.6667
2023-03-04,hgr kitatumba,enk,13.5
2023-03-04,hgr lubero,virunga,0.0
2023-03-04,hgr panzi,snel,0.0
2023-03-04,hopital provincial,snel,0.0
2023-03-04,ngangi 3,virunga,0.0
2023-03-05,cclk,nuru,0.0
2023-03-05,ch cbca bethesda ndosho,virunga,7.75
2023-03-05,ch matanda,enk,0.0
2023-03-05,cs murara,snel,0.0
2023-03-05,csr bakhita,nuru,0.0
2023-03-05,csr kiziba,nuru,0.0
2023-03-05,heal africa,snel,0.0
2023-03-05,hgr beni,enk,0.0
2023-03-05,hgr katwa,enk,0.0
2023-03-05,hgr kitatumba,enk,8.5
2023-03-05,hgr lubero,virunga,0.0
2023-03-05,hgr panzi,snel,0.0
2023-03-05,hopital provincial,snel,0.0
2023-03-06,cclk,nuru,0.6667
2023-03-06,ch cbca bethesda ndosho,virunga,5.9167
2023-03-06,ch matanda,enk,0.0
2023-03-06,cs murara,snel,0.0833
2023-03-06,csr bakhita,nuru,0.0
2023-03-06,csr kiziba,nuru,0.0
2023-03-06,heal africa,snel,0.0833
2023-03-06,hgr beni,enk,0.0
2023-03-06,hgr katwa,enk,1.0
2023-03-06,hgr kitatumba,enk,7.9167
2023-03-06,hgr lubero,virunga,0.0
2023-03-06,hgr panzi,snel,0.0
2023-03-06,hopital provincial,snel,0.0
2023-03-06,ngangi 3,virunga,0.0
2023-03-07,cclk,nuru,0.0
2023-03-07,ch cbca bethesda ndosho,virunga,6.0833
2023-03-07,ch matanda,enk,0.0
2023-03-07,cs murara,snel,0.0
2023-03-07,csr bakhita,nuru,0.0
2023-03-07,csr kiziba,nuru,0.0
2023-03-07,heal africa,snel,0.25
2023-03-07,hgr beni,enk,0.0
2023-03-07,hgr katwa,enk,0.5833
2023-03-07,hgr kitatumba,enk,16.0
2023-03-07,hgr lubero,virunga,0.0
2023-03-07,hgr panzi,snel,0.0
2023-03-07,hopital provincial,snel,0.0
2023-03-07,ngangi 3,virunga,0.0
2023-03-08,cclk,nuru,0.0
2023-03-08,ch cbca bethesda ndosho,virunga,7.9167
2023-03-08,ch matanda,enk,0.0
2023-03-08,cs murara,snel,7.8333
2023-03-08,csr bakhita,nuru,0.0
2023-03-08,csr kiziba,nuru,0.0
2023-03-08,heal africa,snel,0.0
2023-03-08,hgr beni,enk,0.0
2023-03-08,hgr katwa,enk,0.6667
2023-03-08,hgr kitatumba,enk,20.1667
2023-03-08,hgr lubero,virunga,0.0
2023-03-08,hgr panzi,snel,0.0
2023-03-08,hopital provincial,snel,0.0
2023-03-08,ngangi 3,virunga,0.1667
2023-03-09,cclk,nuru,0.0
2023-03-09,ch cbca bethesda ndosho,virunga,4.75
2023-03-09,ch matanda,enk,0.0833
2023-03-09,cs murara,snel,1.6667
2023-03-09,csr bakhita,nuru,0.0
2023-03-09,csr kiziba,nuru,0.0
2023-03-09,heal africa,snel,0.0
2023-03-09,hgr beni,enk,0.0
2023-03-09,hgr katwa,enk,1.0833
2023-03-09,hgr kitatumba,enk,10.1667
2023-03-09,hgr lubero,virunga,0.0
2023-03-09,hgr panzi,snel,0.0
2023-03-09,hopital provincial,snel,0.0
2023-03-09,ngangi 3,virunga,0.0
2023-03-10,cclk,nuru,0.0
2023-03-10,ch cbca bethesda ndosho,virunga,6.75
2023-03-10,ch matanda,enk,0.0
2023-03-10,cs murara,snel,0.0
2023-03-10,csr bakhita,nuru,0.0
2023-03-10,csr kiziba,nuru,0.0
2023-03-10,heal africa,snel,0.0
2023-03-10,hgr beni,enk,0.0
2023-03-10,hgr katwa,enk,0.75
2023-03-10,hgr kitatumba,enk,11.5
2023-03-10,hgr lubero,virunga,0.0
2023-03-10,hgr panzi,snel,0.0
2023-03-10,hopital provincial,snel,0.0
2023-03-10,ngangi 3,virunga,0.0
2023-03-11,cclk,nuru,0.0
2023-03-11,ch cbca bethesda ndosho,virunga,6.0833
2023-03-11,ch matanda,enk,0.0
2023-03-11,cs murara,snel,0.0
2023-03-11,csr bakhita,nuru,0.0
2023-03-11,csr kiziba,nuru,0.0
2023-03-11,heal africa,snel,0.0
2023-03-11,hgr beni,enk,0.0
2023-03-11,hgr katwa,enk,0.1667
2023-03-11,hgr kitatumba,enk,9.5
2023-03-11,hgr lubero,virunga,0.0
2023-03-11,hgr panzi,snel,0.0
2023-03-11,hopital provincial,snel,0.0
2023-03-11,ngangi 3,virunga,0.0
2023-03-12,cclk,nuru,0.0
2023-03-12,ch cbca bethesda ndosho,virunga,0.1667
2023-03-12,ch matanda,enk,0.0
2023-03-12,cs murara,snel,0.0
2023-03-12,csr bakhita,nuru,0.0
2023-03-12,csr kiziba,nuru,0.0
2023-03-12,heal africa,snel,0.0
2023-03-12,hgr beni,enk,0.0
2023-03-12,hgr katwa,enk,0.0
2023-03-12,hgr kitatumba,enk,4.8333
2023-03-12,hgr lubero,virunga,0.0
2023-03-12,hgr panzi,snel,0.0
2023-03-12,hopital provincial,snel,0.0
2023-03-13,cclk,nuru,0.25
2023-03-13,ch cbca bethesda ndosho,virunga,2.3333
2023-03-13,ch matanda,enk,0.0
2023-03-13,cs murara,snel,0.0
2023-03-13,csr bakhita,nuru,0.0
2023-03-13,csr kiziba,nuru,0.0
2023-03-13,heal africa,snel,0.0
2023-03-13,hgr beni,enk,0.0
2023-03-13,hgr katwa,enk,0.1667
2023-03-13,hgr kitatumba,enk,10.0
2023-03-13,hgr lubero,virunga,0.0833
2023-03-13,hgr panzi,snel,0.0
2023-03-13,hopital provincial,snel,0.0
2023-03-13,ngangi 3,virunga,0.0
2023-03-14,cclk,nuru,0.4167
2023-03-14,ch cbca bethesda ndosho,virunga,2.75
2023-03-14,ch matanda,enk,0.0833
2023-03-14,cs murara,snel,0.0833
2023-03-14,csr bakhita,nuru,0.0
2023-03-14,csr kiziba,nuru,0.0
2023-03-14,heal africa,snel,0.0
2023-03-14,hgr beni,enk,0.0
2023-03-14,hgr katwa,enk,0.5
2023-03-14,hgr kitatumba,enk,12.4167
2023-03-14,hgr lubero,virunga,0.0
2023-03-14,hgr panzi,snel,0.0
2023-03-14,hopital provincial,snel,0.0
2023-03-14,ngangi 3,virunga,0.1667
2023-03-15,cclk,nuru,0.0833
2023-03-15,ch cbca bethesda ndosho,virunga,4.9167
2023-03-15,ch matanda,enk,0.0
2023-03-15,cs murara,snel,3.25
2023-03-15,csr bakhita,nuru,0.0
2023-03-15,csr kiziba,nuru,0.0
2023-03-15,heal africa,snel,0.0
2023-03-15,hgr beni,enk,0.0
2023-03-15,hgr katwa,enk,0.9167
2023-03-15,hgr kitatumba,enk,5.75
2023-03-15,hgr lubero,virunga,0.0
2023-03-15,hgr panzi,snel,0.0833
2023-03-15,hopital provincial,snel,0.0
2023-03-15,ngangi 3,virunga,0.0
2023-03-16,cclk,nuru,0.0833
2023-03-16,ch cbca bethesda ndosho,virunga,3.8333
2023-03-16,ch matanda,enk,0.0
2023-03-16,cs murara,snel,0.0
2023-03-16,csr bakhita,nuru,0.0
2023-03-16,csr kiziba,nuru,0.0
2023-03-16,heal africa,snel,0.0
2023-03-16,hgr beni,enk,0.0
2023-03-16,hgr katwa,enk,0.75
2023-03-16,hgr kitatumba,enk,13.1667
2023-03-16,hgr lubero,virunga,0.0
2023-03-16,hgr panzi,snel,0.0
2023-03-16,hopital provincial,snel,0.0
2023-03-16,ngangi 3,virunga,0.0
2023-03-17,cclk,nuru,0.0
2023-03-17,ch cbca bethesda ndosho,virunga,10.0
2023-03-17,ch matanda,enk,0.0
2023-03-17,cs murara,snel,0.0
2023-03-17,csr bakhita,nuru,0.0
2023-03-17,csr kiziba,nuru,0.0
2023-03-17,heal africa,snel,0.25
2023-03-17,hgr beni,enk,0.0
2023-03-17,hgr katwa,enk,0.0
2023-03-17,hgr kitatumba,enk,14.1667
2023-03-17,hgr lubero,virunga,0.0
2023-03-17,hgr panzi,snel,0.0
2023-03-17,hopital provincial,snel,0.0
2023-03-17,ngangi 3,virunga,0.0
2023-03-18,cclk,nuru,0.0
2023-03-18,ch cbca bethesda ndosho,virunga,1.25
2023-03-18,ch matanda,enk,0.0
2023-03-18,cs murara,snel,0.0
2023-03-18,csr bakhita,nuru,0.0
2023-03-18,csr kiziba,nuru,0.0
2023-03-18,heal africa,snel,0.0
2023-03-18,hgr beni,enk,0.0
2023-03-18,hgr katwa,enk,0.0
2023-03-18,hgr kitatumba,enk,14.9167
2023-03-18,hgr lubero,virunga,0.0
2023-03-18,hgr panzi,snel,0.0
2023-03-18,hopital provincial,snel,0.0
2023-03-18,ngangi 3,virunga,0.0
2023-03-19,cclk,nuru,0.0833
2023-03-19,ch cbca bethesda ndosho,virunga,1.8333
2023-03-19,ch matanda,enk,0.0
2023-03-19,cs murara,snel,0.0
2023-03-19,csr bakhita,nuru,0.0
2023-03-19,csr kiziba,nuru,0.0
2023-03-19,heal africa,snel,0.0
2023-03-19,hgr beni,enk,0.0
2023-03-19,hgr katwa,enk,0.0
2023-03-19,hgr kitatumba,enk,7.5
2023-03-19,hgr lubero,virunga,0.0
2023-03-19,hgr panzi,snel,0.0
2023-03-19,hopital provincial,snel,0.0
2023-03-19,ngangi 3,virunga,0.0
2023-03-20,cclk,nuru,0.25
2023-03-20,ch cbca bethesda ndosho,virunga,3.8333
2023-03-20,ch matanda,enk,0.0
2023-03-20,cs murara,snel,0.0
2023-03-20,csr bakhita,nuru,0.0
2023-03-20,csr kiziba,nuru,0.0
2023-03-20,heal africa,snel,0.0
2023-03-20,hgr beni,enk,0.0
2023-03-20,hgr katwa,enk,0.5
2023-03-20,hgr kitatumba,enk,12.8333
2023-03-20,hgr lubero,virunga,0.0
2023-03-20,hgr panzi,snel,0.0
2023-03-20,hopital provincial,snel,0.0
2023-03-20,ngangi 3,virunga,0.0
2023-03-21,cclk,nuru,0.1667
2023-03-21,ch cbca bethesda ndosho,virunga,1.4167
2023-03-21,ch matanda,enk,0.0
2023-03-21,cs murara,snel,0.0
2023-03-21,csr bakhita,nuru,0.0
2023-03-21,csr kiziba,nuru,0.0
2023-03-21,heal africa,snel,0.0
2023-03-21,hgr beni,enk,0.0
2023-03-21,hgr katwa,enk,1.1667
2023-03-21,hgr kitatumba,enk,11.8333
2023-03-21,hgr lubero,virunga,0.0
2023-03-21,hgr panzi,snel,0.0
2023-03-21,hopital provincial,snel,0.0
2023-03-21,ngangi 3,virunga,0.0
2023-03-22,cclk,nuru,0.0
2023-03-22,ch cbca bethesda ndosho,virunga,5.9167
2023-03-22,ch matanda,enk,0.0
2023-03-22,cs murara,snel,0.0
2023-03-22,csr bakhita,nuru,0.0
2023-03-22,csr kiziba,nuru,0.0
2023-03-22,heal africa,snel,0.0
2023-03-22,hgr beni,enk,0.0
2023-03-22,hgr katwa,enk,0.0833
2023-03-22,hgr kitatumba,enk,12.75
2023-03-22,hgr lubero,virunga,0.0
2023-03-22,hgr panzi,snel,0.0
2023-03-22,hopital provincial,snel,0.0
2023-03-22,ngangi 3,virunga,0.0
2023-03-23,cclk,nuru,0.0
2023-03-23,ch cbca bethesda ndosho,virunga,8.5
2023-03-23,ch matanda,enk,0.0
2023-03-23,cs murara,snel,0.0
2023-03-23,csr bakhita,nuru,0.0
2023-03-23,csr kiziba,nuru,0.0
2023-03-23,heal africa,snel,0.0
2023-03-23,hgr beni,enk,0.0
2023-03-23,hgr katwa,enk,1.0833
2023-03-23,hgr kitatumba,enk,9.4167
2023-03-23,hgr lubero,virunga,0.0
2023-03-23,hgr panzi,snel,0.0
2023-03-23,hopital provincial,snel,0.0
2023-03-23,ngangi 3,virunga,0.0
2023-03-24,cclk,nuru,0.0
2023-03-24,ch cbca bethesda ndosho,virunga,7.9167
2023-03-24,ch matanda,enk,0.0
2023-03-24,cs murara,snel,0.0
2023-03-24,csr bakhita,nuru,0.0
2023-03-24,csr kiziba,nuru,0.0
2023-03-24,heal africa,snel,0.0
2023-03-24,hgr beni,enk,0.0
2023-03-24,hgr katwa,enk,1.5833
2023-03-24,hgr kitatumba,enk,12.25
2023-03-24,hgr lubero,virunga,0.0
2023-03-24,hgr panzi,snel,0.0
2023-03-24,hopital provincial,snel,0.0
2023-03-24,ngangi 3,virunga,0.0
2023-03-25,cclk,nuru,0.0
2023-03-25,ch cbca bethesda ndosho,virunga,2.25
2023-03-25,ch matanda,enk,0.0
2023-03-25,cs murara,snel,0.0
2023-03-25,csr bakhita,nuru,0.0
2023-03-25,csr kiziba,nuru,0.0
2023-03-25,heal africa,snel,0.0
2023-03-25,hgr beni,enk,0.0
2023-03-25,hgr katwa,enk,1.9167
2023-03-25,hgr kitatumba,enk,12.3333
2023-03-25,hgr lubero,virunga,0.0
2023-03-25,hgr panzi,snel,0.0
2023-03-25,hopital provincial,snel,0.0
2023-03-25,ngangi 3,virunga,0.0
2023-03-26,cclk,nuru,0.0
2023-03-26,ch cbca bethesda ndosho,virunga,1.0
2023-03-26,ch matanda,enk,0.0
2023-03-26,cs murara,snel,0.0833
2023-03-26,csr bakhita,nuru,0.0
2023-03-26,csr kiziba,nuru,0.0
2023-03-26,heal africa,snel,0.0
2023-03-26,hgr beni,enk,0.0
2023-03-26,hgr katwa,enk,0.0
2023-03-26,hgr kitatumba,enk,9.3333
2023-03-26,hgr lubero,virunga,0.0
2023-03-26,hgr panzi,snel,0.0
2023-03-26,hopital provincial,snel,0.0
2023-03-27,cclk,nuru,0.0
2023-03-27,ch cbca bethesda ndosho,virunga,10.25
2023-03-27,ch matanda,enk,0.1667
2023-03-27,cs murara,snel,0.0
2023-03-27,csr bakhita,nuru,0.0
2023-03-27,csr kiziba,nuru,0.0
2023-03-27,heal africa,snel,0.25
2023-03-27,hgr beni,enk,0.0
2023-03-27,hgr katwa,enk,5.5
2023-03-27,hgr kitatumba,enk,11.6667
2023-03-27,hgr lubero,virunga,0.0
2023-03-27,hgr panzi,snel,0.0
2023-03-27,hopital provincial,snel,0.0
2023-03-27,ngangi 3,virunga,0.0
2023-03-28,cclk,nuru,0.0
2023-03-28,ch cbca bethesda ndosho,virunga,2.0833
2023-03-28,ch matanda,enk,0.0
2023-03-28,cs murara,snel,0.0
2023-03-28,csr bakhita,nuru,0.0
2023-03-28,csr kiziba,nuru,0.0
2023-03-28,heal africa,snel,0.0
2023-03-28,hgr beni,enk,0.0
2023-03-28,hgr katwa,enk,3.3333
2023-03-28,hgr kitatumba,enk,14.75
2023-03-28,hgr lubero,virunga,0.0
2023-03-28,hgr panzi,snel,0.0
2023-03-28,hopital provincial,snel,0.0
2023-03-28,ngangi 3,virunga,0.0833
2023-03-29,cclk,nuru,0.0
2023-03-29,ch cbca bethesda ndosho,virunga,4.1667
2023-03-29,ch matanda,enk,0.0
2023-03-29,cs murara,snel,0.0
2023-03-29,csr bakhita,nuru,0.0
2023-03-29,csr kiziba,nuru,0.0
2023-03-29,heal africa,snel,0.0
2023-03-29,hgr beni,enk,0.0
2023-03-29,hgr katwa,enk,7.0833
2023-03-29,hgr kitatumba,enk,16.3333
2023-03-29,hgr lubero,virunga,0.0
2023-03-29,hgr panzi,snel,0.0
2023-03-29,hopital provincial,snel,0.0
2023-03-29,ngangi 3,virunga,0.0
2023-03-30,cclk,nuru,0.0
2023-03-30,ch cbca bethesda ndosho,virunga,7.4167
2023-03-30,ch matanda,enk,0.0
2023-03-30,cs murara,snel,0.0
2023-03-30,csr bakhita,nuru,0.0
2023-03-30,csr kiziba,nuru,0.0
2023-03-30,heal africa,snel,0.1667
2023-03-30,hgr beni,enk,0.0
2023-03-30,hgr katwa,enk,2.3333
2023-03-30,hgr kitatumba,enk,12.5
2023-03-30,hgr lubero,virunga,0.0
2023-03-30,hgr panzi,snel,0.0
2023-03-30,hopital provincial,snel,0.0
2023-03-30,ngangi 3,virunga,0.0
2023-03-31,cclk,nuru,0.0
2023-03-31,ch cbca bethesda ndosho,virunga,10.9167
2023-03-31,ch matanda,enk,0.0
2023-03-31,cs murara,snel,0.0
2023-03-31,csr bakhita,nuru,0.0
2023-03-31,csr kiziba,nuru,0.0
2023-03-31,heal africa,snel,0.0833
2023-03-31,hgr beni,enk,0.0
2023-03-31,hgr katwa,enk,1.5833
2023-03-31,hgr kirotshe,snel,0.0
2023-03-31,hgr kitatumba,enk,8.5
2023-03-31,hgr lubero,virunga,0.0
2023-03-31,hgr panzi,snel,0.0
2023-03-31,hopital provincial,snel,0.0
2023-03-31,ngangi 3,virunga,0.0
2023-04-01,cclk,nuru,0.0
2023-04-01,ch cbca bethesda ndosho,virunga,12.8333
2023-04-01,ch matanda,enk,0.0
2023-04-01,cs murara,snel,0.0
2023-04-01,csr bakhita,nuru,0.0
2023-04-01,csr kiziba,nuru,0.0
2023-04-01,heal africa,snel,0.0
2023-04-01,hgr beni,enk,0.0
2023-04-01,hgr katwa,enk,0.25
2023-04-01,hgr kirotshe,snel,0.0
2023-04-01,hgr kitatumba,enk,11.6667
2023-04-01,hgr lubero,virunga,0.0
2023-04-01,hgr panzi,snel,0.0
2023-04-01,hopital provincial,snel,0.0
2023-04-01,ngangi 3,virunga,0.0
2023-04-02,cclk,nuru,0.0
2023-04-02,ch cbca bethesda ndosho,virunga,8.6667
2023-04-02,ch matanda,enk,0.0
2023-04-02,cs murara,snel,0.0
2023-04-02,csr bakhita,nuru,0.0
2023-04-02,csr kiziba,nuru,0.0
2023-04-02,heal africa,snel,0.0
2023-04-02,hgr beni,enk,0.0
2023-04-02,hgr katwa,enk,0.0
2023-04-02,hgr kirotshe,snel,0.0
2023-04-02,hgr kitatumba,enk,4.6667
2023-04-02,hgr lubero,virunga,0.0
2023-04-02,hgr panzi,snel,0.0
2023-04-02,hopital provincial,snel,0.0
2023-04-02,ngangi 3,virunga,0.0
2023-04-03,cclk,nuru,0.0
2023-04-03,ch cbca bethesda ndosho,virunga,4.0833
2023-04-03,ch matanda,enk,0.0
2023-04-03,cs murara,snel,0.0
2023-04-03,csr bakhita,nuru,0.0
2023-04-03,csr kiziba,nuru,0.0
2023-04-03,heal africa,snel,0.0
2023-04-03,hgr beni,enk,0.0
2023-04-03,hgr katwa,enk,0.5833
2023-04-03,hgr kirotshe,snel,0.0
2023-04-03,hgr kitatumba,enk,12.5833
2023-04-03,hgr lubero,virunga,0.0
2023-04-03,hgr panzi,snel,0.0
2023-04-03,hopital provincial,snel,0.0
2023-04-03,ngangi 3,virunga,0.0833
2023-04-04,cclk,nuru,0.0
2023-04-04,ch cbca bethesda ndosho,virunga,3.75
2023-04-04,ch matanda,enk,0.0
2023-04-04,cs murara,snel,0.0
2023-04-04,csr bakhita,nuru,0.0
2023-04-04,csr kiziba,nuru,0.0
2023-04-04,heal africa,snel,0.0833
2023-04-04,hgr beni,enk,0.0
2023-04-04,hgr katwa,enk,0.9167
2023-04-04,hgr kirotshe,snel,0.0
2023-04-04,hgr kitatumba,enk,12.9167
2023-04-04,hgr lubero,virunga,0.0
2023-04-04,hgr panzi,snel,0.0
2023-04-04,hopital provincial,snel,0.0
2023-04-04,ngangi 3,virunga,0.0
