day,site_id,minigrid_name,SAIDI
2023-06-02,hgr lubero,virunga,0.0
2023-06-03,csr bakhita,nuru,0.0
2023-06-03,hgr kirotshe,snel,0.0
2023-06-03,hgr panzi,snel,0.0
2023-06-03,hopital provincial,snel,0.0
2023-06-04,csr kiziba,nuru,0.0
2023-06-05,ch matanda,enk,0.0
2023-06-05,csr bakhita,nuru,0.0
2023-06-05,heal africa,snel,0.0
2023-06-05,hgr beni,enk,0.0
2023-06-05,hgr lubero,virunga,0.0
2023-06-06,cclk,nuru,0.0
2023-06-06,cs murara,snel,0.0
2023-06-06,heal africa,snel,0.0
2023-06-06,hgr katwa,enk,0.338889
2023-06-07,hgr kirotshe,snel,0.0
2023-06-07,hgr panzi,snel,0.0
2023-06-07,ngangi 3,virunga,6.801667
2023-06-08,ch matanda,enk,0.0
2023-06-08,hgr kirotshe,snel,0.0
2023-06-08,hgr panzi,snel,0.0
2023-06-09,ch matanda,enk,0.836389
2023-06-09,cs murara,snel,0.0
2023-06-09,csr bakhita,nuru,0.0
2023-06-09,csr kiziba,nuru,0.0
2023-06-10,cs murara,snel,0.0
2023-06-10,hgr beni,enk,0.0
2023-06-10,hgr katwa,enk,0.954722
2023-06-10,hgr kirotshe,snel,0.0
2023-06-10,hgr lubero,virunga,0.0
2023-06-10,hgr panzi,snel,0.0
2023-06-11,cclk,nuru,0.0
2023-06-11,ch cbca bethesda ndosho,virunga,0.0
2023-06-11,heal africa,snel,0.0
2023-06-11,hgr panzi,snel,0.0
2023-06-11,hopital provincial,snel,0.0
2023-06-11,ngangi 3,virunga,21.979861
2023-06-12,ch matanda,enk,0.305556
2023-06-12,cs murara,snel,0.0
2023-06-12,csr bakhita,nuru,0.0
2023-06-12,hgr beni,enk,0.0
2023-06-12,hgr lubero,virunga,0.0
2023-06-13,cclk,nuru,0.0
2023-06-13,csr bakhita,nuru,0.0
2023-06-13,hopital provincial,snel,0.0
2023-06-14,ch cbca bethesda ndosho,virunga,0.0
2023-06-14,ch matanda,enk,0.279167
2023-06-14,csr bakhita,nuru,0.0
2023-06-14,csr kiziba,nuru,0.0
2023-06-14,hgr beni,enk,0.0
2023-06-14,hgr kirotshe,snel,0.0
2023-06-14,hgr lubero,virunga,0.0
2023-06-14,hopital provincial,snel,0.0
2023-06-15,csr kiziba,nuru,0.0
2023-06-15,heal africa,snel,0.043611
2023-06-15,hgr kitatumba,enk,0.0
2023-06-15,hopital provincial,snel,0.0
2023-06-15,ngangi 3,virunga,7.229028
2023-06-16,ch matanda,enk,0.2375
2023-06-16,csr bakhita,nuru,0.0
2023-06-16,hgr katwa,enk,0.033889
2023-06-16,hopital provincial,snel,0.0
2023-06-16,ngangi 3,virunga,16.361389
2023-06-17,csr bakhita,nuru,0.0
2023-06-17,hgr beni,enk,0.0
2023-06-17,hgr kirotshe,snel,0.0
2023-06-17,hgr lubero,virunga,0.0
2023-06-17,hgr panzi,snel,0.0
2023-06-17,ngangi 3,virunga,7.887778
2023-06-18,cclk,nuru,0.0
2023-06-18,ch cbca bethesda ndosho,virunga,0.222083
2023-06-18,csr bakhita,nuru,0.0
2023-06-18,csr kiziba,nuru,0.0
2023-06-18,heal africa,snel,0.0
2023-06-18,hgr lubero,virunga,0.0
2023-06-18,hopital provincial,snel,0.0
2023-06-19,cclk,nuru,0.0
2023-06-19,csr kiziba,nuru,0.0
2023-06-19,hgr kirotshe,snel,0.0
2023-06-19,hgr kitatumba,enk,0.0
2023-06-19,hgr lubero,virunga,0.309722
2023-06-19,hgr panzi,snel,0.0
2023-06-19,hopital provincial,snel,0.0
2023-06-20,cclk,nuru,0.0
2023-06-20,ch cbca bethesda ndosho,virunga,0.0
2023-06-20,hgr kirotshe,snel,0.0
2023-06-20,hopital provincial,snel,0.0
2023-06-21,cclk,nuru,0.0
2023-06-21,cs murara,snel,7.875556
2023-06-21,csr bakhita,nuru,0.0
2023-06-21,heal africa,snel,0.0
2023-06-21,hgr kirotshe,snel,0.0
2023-06-21,hgr kitatumba,enk,0.268056
2023-06-21,hopital provincial,snel,0.0
2023-06-22,csr bakhita,nuru,0.0
2023-06-22,heal africa,snel,0.0
2023-06-22,hgr beni,enk,0.0
2023-06-22,hgr kirotshe,snel,0.0
2023-06-23,cclk,nuru,0.0
2023-06-23,ch cbca bethesda ndosho,virunga,0.014028
2023-06-23,ch matanda,enk,0.0
2023-06-23,hgr katwa,enk,0.0
2023-06-23,hgr lubero,virunga,0.124444
2023-06-23,hgr panzi,snel,0.0
2023-06-24,cclk,nuru,0.0
2023-06-24,hgr kirotshe,snel,0.0
2023-06-24,hgr kitatumba,enk,0.0
2023-06-25,cclk,nuru,0.0
2023-06-25,ch matanda,enk,0.0
2023-06-25,heal africa,snel,0.0
2023-06-25,hgr beni,enk,0.0
2023-06-25,hgr kirotshe,snel,0.0
2023-06-25,hgr lubero,virunga,0.0
2023-06-25,ngangi 3,virunga,24.0
2023-06-26,csr bakhita,nuru,0.0
2023-06-26,heal africa,snel,0.0
2023-06-26,hgr katwa,enk,0.033566
2023-06-26,hgr kirotshe,snel,0.0
2023-06-27,csr bakhita,nuru,0.0
2023-06-27,hgr beni,enk,0.0
2023-06-27,hgr katwa,enk,0.0
2023-06-27,hgr panzi,snel,0.0
2023-06-28,ch matanda,enk,0.0
2023-06-28,csr bakhita,nuru,0.0
2023-06-28,heal africa,snel,0.0
2023-06-28,hgr beni,enk,0.0
2023-06-28,hgr katwa,enk,0.0
2023-06-28,hgr kirotshe,snel,0.0
2023-06-28,hgr kitatumba,enk,0.0
2023-06-28,hopital provincial,snel,0.0
2023-06-29,cclk,nuru,0.0
2023-06-29,csr bakhita,nuru,0.0
2023-06-29,heal africa,snel,0.0
2023-06-29,hgr katwa,enk,0.0
2023-06-29,hgr kitatumba,enk,0.0
2023-06-29,hgr panzi,snel,0.0
2023-06-29,hopital provincial,snel,0.0
2023-06-30,ch cbca bethesda ndosho,virunga,0.0
2023-06-30,hgr kitatumba,enk,0.0
2023-06-30,hgr lubero,virunga,0.0
2023-06-30,hopital provincial,snel,0.207639
2023-07-01,hgr kitatumba,enk,0.0
2023-07-01,hgr lubero,virunga,0.0
2023-07-02,cclk,nuru,0.0
2023-07-02,hgr kirotshe,snel,0.0
2023-07-02,ngangi 3,virunga,24.0
2023-07-03,ch matanda,enk,0.0
2023-07-03,csr bakhita,nuru,0.0
2023-07-03,heal africa,snel,0.0
2023-07-03,hgr beni,enk,0.0
2023-07-03,hgr katwa,enk,0.223889
2023-07-03,hgr kitatumba,enk,0.0
2023-07-03,hopital provincial,snel,0.0
2023-07-03,ngangi 3,virunga,21.270556
2023-07-04,ch cbca bethesda ndosho,virunga,0.0
2023-07-04,csr bakhita,nuru,0.0
2023-07-04,hgr katwa,enk,0.073333
2023-07-05,cs murara,snel,0.0
2023-07-05,hgr katwa,enk,0.075556
2023-07-05,hgr kitatumba,enk,0.0
2023-07-05,hgr lubero,virunga,2.078333
2023-07-06,ch cbca bethesda ndosho,virunga,0.0
2023-07-06,csr bakhita,nuru,0.0
2023-07-06,hgr lubero,virunga,0.0
2023-07-07,hgr beni,enk,0.081944
2023-07-07,hgr katwa,enk,0.0
2023-07-07,hgr lubero,virunga,0.0
2023-07-07,hgr panzi,snel,0.0
2023-07-07,ngangi 3,virunga,0.0
2023-07-08,cs murara,snel,0.270278
2023-07-08,csr bakhita,nuru,0.495278
2023-07-08,hgr katwa,enk,0.041667
2023-07-08,hgr kitatumba,enk,0.0
2023-07-08,hopital provincial,snel,0.054167
2023-07-08,ngangi 3,virunga,13.139444
2023-07-09,heal africa,snel,0.0
2023-07-10,ch cbca bethesda ndosho,virunga,0.0
2023-07-10,csr bakhita,nuru,0.0
2023-07-10,hgr beni,enk,0.111111
2023-07-11,csr bakhita,nuru,0.0
2023-07-11,hgr beni,enk,0.176195
2023-07-11,hgr katwa,enk,0.0
2023-07-11,hgr kitatumba,enk,0.0
2023-07-11,hgr panzi,snel,0.0
2023-07-11,ngangi 3,virunga,21.744028
2023-07-12,cclk,nuru,0.0
2023-07-12,hgr katwa,enk,0.0
2023-07-13,cclk,nuru,0.0
2023-07-13,ch cbca bethesda ndosho,virunga,0.048611
2023-07-13,hgr kitatumba,enk,0.0
2023-07-14,ch cbca bethesda ndosho,virunga,0.0
2023-07-14,cs murara,snel,0.0
2023-07-14,heal africa,snel,0.0525
2023-07-14,hgr beni,enk,0.0
2023-07-14,hgr katwa,enk,0.211667
2023-07-14,hgr lubero,virunga,0.0
2023-07-15,cs murara,snel,0.785278
2023-07-15,csr bakhita,nuru,0.0
2023-07-15,hgr beni,enk,0.138296
2023-07-15,hgr kirotshe,snel,0.0
2023-07-15,hgr lubero,virunga,0.0
2023-07-15,ngangi 3,virunga,7.612917
2023-07-16,hgr kitatumba,enk,0.0
2023-07-17,cclk,nuru,0.0
2023-07-17,cs murara,snel,0.836944
2023-07-17,heal africa,snel,0.0625
2023-07-17,hgr beni,enk,0.088611
2023-07-17,hgr kitatumba,enk,0.0
2023-07-18,hgr beni,enk,0.023056
2023-07-18,hgr lubero,virunga,0.0
2023-07-18,ngangi 3,virunga,11.8375
2023-07-19,ch cbca bethesda ndosho,virunga,0.0
2023-07-19,cs murara,snel,0.0
2023-07-19,csr bakhita,nuru,0.0
2023-07-19,heal africa,snel,0.0
2023-07-19,hgr beni,enk,0.0
2023-07-19,hgr lubero,virunga,0.0
2023-07-20,csr bakhita,nuru,0.0
2023-07-20,heal africa,snel,0.0
2023-07-20,hgr kitatumba,enk,0.0
2023-07-20,hgr lubero,virunga,0.0
2023-07-21,ch matanda,enk,0.435833
2023-07-21,cs murara,snel,0.171806
2023-07-21,csr bakhita,nuru,1.506389
2023-07-21,hgr beni,enk,0.119722
2023-07-21,hgr katwa,enk,0.648333
2023-07-21,hgr kirotshe,snel,0.0
2023-07-21,hgr lubero,virunga,0.0
2023-07-21,hopital provincial,snel,0.055
2023-07-22,cclk,nuru,0.0
2023-07-22,ch cbca bethesda ndosho,virunga,0.0
2023-07-22,ch matanda,enk,0.128281
2023-07-22,hgr kirotshe,snel,0.0
2023-07-22,hgr lubero,virunga,0.0
2023-07-22,ngangi 3,virunga,0.0
2023-07-23,ch matanda,enk,0.0
2023-07-23,hgr beni,enk,0.031667
2023-07-23,hgr kitatumba,enk,0.0
2023-07-23,hopital provincial,snel,0.007917
2023-07-23,ngangi 3,virunga,16.266389
2023-07-24,csr bakhita,nuru,0.0
2023-07-25,ch cbca bethesda ndosho,virunga,0.0
2023-07-25,hgr katwa,enk,0.0
2023-07-25,hgr kirotshe,snel,0.0
2023-07-25,hgr kitatumba,enk,0.0
2023-07-25,ngangi 3,virunga,24.0
2023-07-26,ch cbca bethesda ndosho,virunga,0.0
2023-07-26,ch matanda,enk,0.0
2023-07-26,csr bakhita,nuru,0.0
2023-07-26,hgr beni,enk,0.0
2023-07-26,hgr katwa,enk,0.565833
2023-07-26,hgr kitatumba,enk,0.0
2023-07-26,hopital provincial,snel,0.0
2023-07-26,ngangi 3,virunga,21.254028
2023-07-27,cclk,nuru,0.0
2023-07-27,ch cbca bethesda ndosho,virunga,0.0
2023-07-27,cs murara,snel,3.578056
2023-07-27,hgr beni,enk,0.0
2023-07-27,hgr kirotshe,snel,0.0
2023-07-27,hgr lubero,virunga,0.0
2023-07-27,hopital provincial,snel,0.0
2023-07-27,ngangi 3,virunga,18.716111
2023-07-28,ch matanda,enk,0.086667
2023-07-28,csr bakhita,nuru,0.0
2023-07-29,cclk,nuru,0.0
2023-07-29,ch cbca bethesda ndosho,virunga,0.0
2023-07-29,csr bakhita,nuru,0.0
2023-07-29,hgr beni,enk,0.0
2023-07-30,ch cbca bethesda ndosho,virunga,0.0
2023-07-30,hgr katwa,enk,0.0
2023-07-30,hgr lubero,virunga,9.985833
2023-07-31,hgr kirotshe,snel,0.0
2023-07-31,hgr lubero,virunga,0.0
2023-07-31,hopital provincial,snel,0.0
2023-07-31,ngangi 3,virunga,24.0
2023-08-01,cclk,nuru,0.0
2023-08-01,csr bakhita,nuru,0.0
2023-08-01,hgr beni,enk,0.0
2023-08-01,hgr kitatumba,enk,0.206944
2023-08-01,hgr lubero,virunga,0.0
2023-08-02,heal africa,snel,0.099167
2023-08-02,hgr katwa,enk,0.058065
2023-08-03,ch matanda,enk,0.144722
2023-08-03,hgr katwa,enk,0.045833
2023-08-03,hgr lubero,virunga,0.0
2023-08-03,hopital provincial,snel,0.0
2023-08-04,cclk,nuru,0.0
2023-08-04,ch matanda,enk,0.0
2023-08-04,heal africa,snel,0.079118
2023-08-04,hgr beni,enk,0.0
2023-08-04,hgr kirotshe,snel,0.0
2023-08-05,ch cbca bethesda ndosho,virunga,0.118056
2023-08-05,ch matanda,enk,0.0
2023-08-05,hgr katwa,enk,0.0
2023-08-05,hgr kitatumba,enk,0.0
2023-08-05,ngangi 3,virunga,11.735694
2023-08-06,ch cbca bethesda ndosho,virunga,0.0
2023-08-06,ch matanda,enk,0.409167
2023-08-06,cs murara,snel,0.0
2023-08-06,hgr kirotshe,snel,0.0
2023-08-06,hgr kitatumba,enk,0.409167
2023-08-07,ch cbca bethesda ndosho,virunga,0.0
2023-08-07,hgr kitatumba,enk,0.283056
2023-08-08,ch matanda,enk,0.0
2023-08-08,hopital provincial,snel,0.0
2023-08-09,hgr katwa,enk,0.0
2023-08-09,hgr kirotshe,snel,0.0
2023-08-10,hgr beni,enk,0.0
2023-08-10,hgr katwa,enk,0.0
2023-08-10,hgr kitatumba,enk,0.0
2023-08-10,ngangi 3,virunga,8.054028
2023-08-11,cclk,nuru,0.0
2023-08-11,cs murara,snel,0.585417
2023-08-11,csr bakhita,nuru,0.0
2023-08-11,hgr kitatumba,enk,0.0
2023-08-12,cclk,nuru,0.0
2023-08-12,csr bakhita,nuru,0.0
2023-08-12,hgr beni,enk,0.0
2023-08-12,hgr lubero,virunga,0.0
2023-08-13,ch matanda,enk,0.0
2023-08-13,hgr beni,enk,0.0
2023-08-13,hopital provincial,snel,0.0
2023-08-14,ch matanda,enk,0.0
2023-08-14,hgr katwa,enk,0.0
2023-08-14,hgr kitatumba,enk,0.0
2023-08-14,hgr lubero,virunga,0.0
2023-08-14,hopital provincial,snel,0.0
2023-08-15,cs murara,snel,0.0
2023-08-15,csr bakhita,nuru,0.0
2023-08-15,hopital provincial,snel,0.0
2023-08-16,cs murara,snel,0.046528
2023-08-16,hgr beni,enk,0.0
2023-08-16,hgr lubero,virunga,0.0
2023-08-17,hgr lubero,virunga,0.0
2023-08-17,hopital provincial,snel,0.0
2023-08-18,csr bakhita,nuru,1.2
2023-08-18,hgr kitatumba,enk,0.0
2023-08-18,hopital provincial,snel,0.0
2023-08-18,ngangi 3,virunga,17.179444
2023-08-19,cclk,nuru,0.0
2023-08-19,ch cbca bethesda ndosho,virunga,0.053889
2023-08-19,ch matanda,enk,0.0
2023-08-19,csr bakhita,nuru,2.848611
2023-08-19,hgr kirotshe,snel,0.0
2023-08-19,hgr lubero,virunga,0.0
2023-08-20,cclk,nuru,0.0
2023-08-20,ch cbca bethesda ndosho,virunga,0.0
2023-08-20,csr bakhita,nuru,0.0
2023-08-20,hgr beni,enk,0.0
2023-08-20,hgr panzi,snel,0.0
2023-08-20,hopital provincial,snel,0.0
2023-08-20,ngangi 3,virunga,24.0
2023-08-21,hgr beni,enk,0.0
2023-08-21,ngangi 3,virunga,10.39375
2023-08-22,cclk,nuru,0.0
2023-08-22,ch cbca bethesda ndosho,virunga,0.082361
2023-08-22,cs murara,snel,0.2925
2023-08-22,csr bakhita,nuru,0.0
2023-08-22,hgr beni,enk,0.0
2023-08-22,hgr kirotshe,snel,0.0
2023-08-23,cclk,nuru,0.0
2023-08-23,ch matanda,enk,0.0
2023-08-23,cs murara,snel,0.496528
2023-08-23,hgr beni,enk,0.0
2023-08-23,hgr katwa,enk,0.0
2023-08-23,hgr lubero,virunga,0.0
2023-08-24,heal africa,snel,0.040278
2023-08-25,ch cbca bethesda ndosho,virunga,0.146111
2023-08-25,ch matanda,enk,0.125556
2023-08-25,heal africa,snel,0.0
2023-08-25,hgr katwa,enk,0.0
2023-08-25,hgr kirotshe,snel,0.0
2023-08-25,hgr kitatumba,enk,0.125556
2023-08-25,hopital provincial,snel,0.0
2023-08-26,cclk,nuru,0.0
2023-08-26,ch matanda,enk,0.114167
2023-08-26,hgr lubero,virunga,0.0
2023-08-27,ch cbca bethesda ndosho,virunga,0.201111
2023-08-27,cs murara,snel,0.296667
2023-08-27,csr bakhita,nuru,0.0
2023-08-27,hgr kirotshe,snel,0.0
2023-08-27,hgr kitatumba,enk,0.319444
2023-08-28,cclk,nuru,0.0
2023-08-28,hgr katwa,enk,0.0
2023-08-28,hgr kirotshe,snel,0.0
2023-08-28,hgr kitatumba,enk,0.0
2023-08-29,cs murara,snel,0.563194
2023-08-29,heal africa,snel,0.0
2023-08-29,hgr katwa,enk,0.0
2023-08-29,hgr kirotshe,snel,0.0
2023-08-30,ch matanda,enk,0.0
2023-08-30,cs murara,snel,0.0
2023-08-31,hgr lubero,virunga,0.0
2023-08-31,hopital provincial,snel,0.0
2023-08-31,ngangi 3,virunga,12.779861
2023-09-01,ch cbca bethesda ndosho,virunga,0.045
2023-09-01,ch matanda,enk,0.228056
2023-09-01,hgr beni,enk,0.056307
2023-09-01,hopital provincial,snel,0.08913
2023-09-02,heal africa,snel,0.161944
2023-09-02,hgr kirotshe,snel,0.0
2023-09-02,hgr lubero,virunga,0.0
2023-09-03,ch cbca bethesda ndosho,virunga,0.049444
2023-09-03,heal africa,snel,0.113056
2023-09-03,hgr kitatumba,enk,0.094722
2023-09-03,hopital provincial,snel,0.004861
2023-09-04,cclk,nuru,0.0
2023-09-04,cs murara,snel,7.788611
2023-09-04,hgr katwa,enk,0.026944
2023-09-04,hgr kirotshe,snel,0.0
2023-09-04,hgr kitatumba,enk,0.088056
2023-09-05,heal africa,snel,0.131389
2023-09-05,ngangi 3,virunga,18.91375
2023-09-06,hgr kirotshe,snel,0.0
2023-09-06,ngangi 3,virunga,7.564028
2023-09-07,ch matanda,enk,0.0
2023-09-07,hgr beni,enk,0.0
2023-09-07,ngangi 3,virunga,8.941628
2023-09-08,csr bakhita,nuru,0.0
2023-09-08,hgr beni,enk,0.0
2023-09-08,hgr kitatumba,enk,0.0
2023-09-08,hgr lubero,virunga,1.206528
2023-09-09,ch cbca bethesda ndosho,virunga,0.075556
2023-09-09,ch matanda,enk,0.0
2023-09-09,hgr beni,enk,0.0
2023-09-10,cclk,nuru,0.0
2023-09-10,cs murara,snel,0.0
2023-09-10,hgr lubero,virunga,0.0
2023-09-10,ngangi 3,virunga,0.0
2023-09-11,cclk,nuru,0.0
2023-09-11,hgr katwa,enk,0.0
2023-09-11,hgr kirotshe,snel,0.0
2023-09-11,hgr lubero,virunga,0.282778
2023-09-12,ch matanda,enk,0.4575
2023-09-12,cs murara,snel,0.329306
2023-09-12,hgr kirotshe,snel,0.0
2023-09-12,hgr kitatumba,enk,0.4575
2023-09-12,hgr lubero,virunga,0.282222
2023-09-13,ch cbca bethesda ndosho,virunga,0.0
2023-09-13,hgr beni,enk,0.008889
2023-09-14,hgr katwa,enk,0.099167
2023-09-15,ch matanda,enk,0.145278
2023-09-16,ch cbca bethesda ndosho,virunga,0.0
2023-09-16,ch matanda,enk,0.089444
2023-09-16,hgr beni,enk,0.170278
2023-09-16,hgr lubero,virunga,0.263056
2023-09-17,ch cbca bethesda ndosho,virunga,0.0
2023-09-17,ch matanda,enk,0.970833
2023-09-17,csr bakhita,nuru,17.474722
2023-09-18,ch cbca bethesda ndosho,virunga,0.0
2023-09-18,heal africa,snel,0.071944
2023-09-18,hgr katwa,enk,0.031389
2023-09-18,ngangi 3,virunga,9.863611
2023-09-19,cclk,nuru,0.0
2023-09-19,ch matanda,enk,0.0
2023-09-19,hgr katwa,enk,0.291667
2023-09-19,hgr lubero,virunga,0.100556
2023-09-19,hopital provincial,snel,0.0
2023-09-20,ch cbca bethesda ndosho,virunga,0.0
2023-09-20,heal africa,snel,0.133009
2023-09-20,hgr lubero,virunga,0.060278
2023-09-20,hgr panzi,snel,0.0
2023-09-20,hopital provincial,snel,0.053611
2023-09-20,ngangi 3,virunga,0.0
2023-09-21,ch cbca bethesda ndosho,virunga,0.0
2023-09-21,cs murara,snel,0.037361
2023-09-21,csr bakhita,nuru,0.158889
2023-09-21,hgr lubero,virunga,0.123611
2023-09-21,ngangi 3,virunga,9.767778
2023-09-22,heal africa,snel,0.070278
2023-09-22,hgr beni,enk,0.0
2023-09-22,hgr katwa,enk,0.0
2023-09-22,hgr kirotshe,snel,0.0
2023-09-22,hgr kitatumba,enk,0.0
2023-09-22,hopital provincial,snel,0.022361
2023-09-22,ngangi 3,virunga,6.975278
2023-09-23,cs murara,snel,7.77375
2023-09-23,hgr katwa,enk,0.223889
2023-09-23,hgr kirotshe,snel,0.0
2023-09-23,hopital provincial,snel,0.204028
2023-09-24,ch cbca bethesda ndosho,virunga,0.203611
2023-09-24,cs murara,snel,10.035556
2023-09-24,csr bakhita,nuru,0.0
2023-09-24,heal africa,snel,0.161111
2023-09-24,hgr kitatumba,enk,0.0
2023-09-24,hopital provincial,snel,0.1825
2023-09-25,cclk,nuru,0.0
2023-09-25,ch cbca bethesda ndosho,virunga,0.136111
2023-09-25,hgr beni,enk,0.0
2023-09-25,hgr katwa,enk,0.0
2023-09-25,hgr lubero,virunga,0.118056
2023-09-26,cclk,nuru,0.0
2023-09-26,csr bakhita,nuru,0.0
2023-09-26,hgr katwa,enk,0.0
2023-09-26,hgr kitatumba,enk,0.0
2023-09-26,hgr panzi,snel,0.0
2023-09-27,cs murara,snel,6.08125
2023-09-28,ch cbca bethesda ndosho,virunga,0.0
2023-09-28,cs murara,snel,5.557083
2023-09-28,hgr katwa,enk,0.046389
2023-09-29,hgr kirotshe,snel,0.0
2023-09-29,hgr lubero,virunga,0.070833
2023-09-30,hgr beni,enk,0.0
2023-09-30,hgr katwa,enk,0.0
2023-09-30,hgr kitatumba,enk,0.0
2023-09-30,ngangi 3,virunga,0.0
2023-10-01,cclk,nuru,0.0
2023-10-01,hgr kirotshe,snel,0.0
2023-10-02,heal africa,snel,0.0
2023-10-02,hgr beni,enk,0.0
2023-10-02,hgr kirotshe,snel,0.0
2023-10-02,hgr kitatumba,enk,0.273611
2023-10-03,cs murara,snel,0.0
2023-10-03,csr bakhita,nuru,0.0
2023-10-03,hgr beni,enk,0.0
2023-10-03,hgr katwa,enk,0.0
2023-10-03,hgr kitatumba,enk,0.0
2023-10-03,hopital provincial,snel,0.0
2023-10-03,ngangi 3,virunga,8.549722
2023-10-04,ch cbca bethesda ndosho,virunga,0.0
2023-10-04,csr bakhita,nuru,0.0
2023-10-04,heal africa,snel,0.0
2023-10-04,hgr beni,enk,0.0
2023-10-04,hgr kirotshe,snel,0.0
2023-10-04,hgr kitatumba,enk,0.0
2023-10-04,hgr lubero,virunga,0.067778
2023-10-05,cclk,nuru,0.0
2023-10-05,cs murara,snel,0.0
2023-10-05,csr bakhita,nuru,0.0
2023-10-05,heal africa,snel,0.0
2023-10-05,hgr katwa,enk,0.310556
2023-10-06,ch cbca bethesda ndosho,virunga,0.0
2023-10-06,ch matanda,enk,0.0
2023-10-06,heal africa,snel,0.0
2023-10-06,hgr beni,enk,0.0
2023-10-06,hopital provincial,snel,0.0
2023-10-07,ch matanda,enk,0.0
2023-10-07,hgr beni,enk,0.0
2023-10-08,cclk,nuru,0.0
2023-10-08,heal africa,snel,0.0
2023-10-08,hgr katwa,enk,0.0
2023-10-08,hgr lubero,virunga,0.0
2023-10-08,ngangi 3,virunga,0.0
2023-10-09,hgr kitatumba,enk,0.0
2023-10-10,ch cbca bethesda ndosho,virunga,0.0
2023-10-10,csr bakhita,nuru,0.0
2023-10-10,hgr kitatumba,enk,0.0
2023-10-11,ch matanda,enk,0.150833
2023-10-11,cs murara,snel,0.0
2023-10-11,hgr kitatumba,enk,0.150833
2023-10-11,ngangi 3,virunga,7.771528
2023-10-12,hgr katwa,enk,0.476667
2023-10-13,ch cbca bethesda ndosho,virunga,0.124028
2023-10-13,ch matanda,enk,0.143611
2023-10-13,heal africa,snel,0.105278
2023-10-13,hgr kirotshe,snel,0.0
2023-10-13,hgr lubero,virunga,0.0
2023-10-13,hopital provincial,snel,0.018611
2023-10-14,ch cbca bethesda ndosho,virunga,0.0
2023-10-14,csr bakhita,nuru,0.0
2023-10-14,hgr katwa,enk,0.0
2023-10-14,ngangi 3,virunga,7.463472
2023-10-15,csr bakhita,nuru,0.0
2023-10-15,hgr katwa,enk,0.235833
2023-10-15,hgr kitatumba,enk,0.659722
2023-10-15,hgr lubero,virunga,0.0
2023-10-16,hgr beni,enk,0.0
2023-10-16,hgr kirotshe,snel,0.0
2023-10-16,hgr kitatumba,enk,0.0
2023-10-16,hopital provincial,snel,0.0
2023-10-17,ch cbca bethesda ndosho,virunga,0.0
2023-10-17,heal africa,snel,0.081111
2023-10-17,hgr beni,enk,0.0
2023-10-17,hgr kitatumba,enk,0.0
2023-10-18,cclk,nuru,0.0
2023-10-18,cs murara,snel,0.272083
2023-10-18,heal africa,snel,0.058889
2023-10-18,hgr katwa,enk,0.119722
2023-10-18,hgr kirotshe,snel,0.0
2023-10-18,hgr kitatumba,enk,0.0
2023-10-18,hgr lubero,virunga,0.0
2023-10-19,heal africa,snel,0.096389
2023-10-19,hgr kirotshe,snel,0.0
2023-10-19,hgr lubero,virunga,0.0
2023-10-20,cs murara,snel,1.065139
2023-10-20,hgr katwa,enk,0.031667
2023-10-20,hgr kirotshe,snel,0.0
2023-10-20,hopital provincial,snel,0.074722
2023-10-20,ngangi 3,virunga,0.0
2023-10-21,cclk,nuru,0.0
2023-10-21,ch matanda,enk,0.139722
2023-10-21,heal africa,snel,0.116389
2023-10-21,hgr katwa,enk,0.214722
2023-10-21,ngangi 3,virunga,0.166667
2023-10-22,cclk,nuru,0.0
2023-10-22,hopital provincial,snel,0.0
2023-10-23,cs murara,snel,0.0
2023-10-23,csr bakhita,nuru,0.0
2023-10-23,hgr lubero,virunga,0.0
2023-10-24,cclk,nuru,0.0
2023-10-24,ch cbca bethesda ndosho,virunga,0.0425
2023-10-24,csr bakhita,nuru,0.0
2023-10-24,hgr beni,enk,0.0
2023-10-24,hgr katwa,enk,0.0
2023-10-24,hgr kirotshe,snel,0.0
2023-10-24,hgr lubero,virunga,0.0
2023-10-24,hopital provincial,snel,0.004583
2023-10-25,heal africa,snel,0.052035
2023-10-25,hgr lubero,virunga,0.0
2023-10-25,hopital provincial,snel,0.0
2023-10-26,cclk,nuru,0.0
2023-10-26,cs murara,snel,0.357778
2023-10-26,csr bakhita,nuru,2.023889
2023-10-26,hgr katwa,enk,0.0
2023-10-26,hgr kitatumba,enk,0.0
2023-10-27,hgr lubero,virunga,0.0
2023-10-27,ngangi 3,virunga,0.0
2023-10-28,cclk,nuru,0.0
2023-10-28,ch cbca bethesda ndosho,virunga,0.0
2023-10-28,ch matanda,enk,0.0
2023-10-28,hgr katwa,enk,0.0
2023-10-28,hgr lubero,virunga,0.0
2023-10-28,hopital provincial,snel,0.0
2023-10-28,ngangi 3,virunga,10.567778
2023-10-29,cclk,nuru,0.0
2023-10-29,ch cbca bethesda ndosho,virunga,0.0
2023-10-29,ch matanda,enk,0.0
2023-10-29,hgr beni,enk,0.0
2023-10-29,hgr katwa,enk,0.098333
2023-10-29,hopital provincial,snel,0.0
2023-10-30,cclk,nuru,0.0
2023-10-30,ch cbca bethesda ndosho,virunga,0.043889
2023-10-30,heal africa,snel,0.074444
2023-10-30,hgr beni,enk,0.0
2023-10-30,hgr katwa,enk,0.0
2023-10-30,hgr kitatumba,enk,0.0
2023-10-30,ngangi 3,virunga,6.377222
2023-10-31,ch matanda,enk,0.081944
